	minimum	maximum
3OAR80	0.22940401000960264	0.3058720133459474
3OAS100	0.2294040100094589	0.30587201334593606
3OAS120	0.18838241804315817	0.251176557390899
3OAS121	0.04102159196643655	0.05469545595517281
3OAS140	0.18838241804315817	0.251176557390899
3OAS141	0.041021591966422966	0.0546954559550948
3OAS160	0.08063471725574961	0.1075129563410443
3OAS161	0.04102159196642297	0.054695455955094806
3OAS181	0.01549313344679532	0.02065751126217517
3OAS60	0.22940401000989458	0.3058720133462604
3OAS80	0.22940401000966684	0.30587201334603265
3HAD100	0.22940401000963398	0.30587201334622455
3HAD120	0.18838241804315817	0.25117655739089906
3HAD121	0.04102159196642296	0.054695455955094806
3HAD140	0.11655061751820962	0.15540082335765304
3HAD141	0.041021591966422966	0.054695455955094806
3HAD160	0.08063471725571718	0.10751295634101188
3HAD161	0.04102159196642298	0.05469545595509481
3HAD181	0.01549313344679532	0.020657511262175174
3HAD40	0.2294040100099249	0.3058720133463387
3HAD60	0.229404010009754	0.30587201334616776
3HAD80	0.22940401000958308	0.30587201334599684
A5PISO	0.00440145836546435	0.005868611153914571
3OAR100	0.22940401000960264	0.30587201334606107
3OAR120	0.18838241804326117	0.251176557390977
3OAR121	0.04102159196642295	0.05469545595509479
3OAR140	0.1883824180430338	0.2511765573908633
ACLS	2.1471326242337825	15.291994605147947
3OAR141	0.041021591966422966	0.0546954559550948
3OAR160	0.080634717255748	0.10751295634099733
3OAR161	0.04102159196642297	0.054695455955094806
3OAR181	0.015493133446795319	0.020657511262174976
3OAR40	0.2294040100099437	0.3058720133464021
3OAR60	0.22940401000983002	0.30587201334617475
ADNK1	0.09595179237702604	0.1279357231618896
ADNt2pp	0.22447437664956882	0.299299168858593
ADNtex	0.22447437664970948	0.2992991688586244
ACOATA	0.2294040100099437	0.3058720133464021
ABTA	0.7854886613641532	3.4144610575502305
ACONTa	1.60974829717577	5.6830299222186795
ACONTb	1.6097482971762247	5.683029922218793
ABUTD	0.7854886613618018	3.414461057550708
ACS	0.03591590026246002	0.04788786701660943
AGMHE	0.0061620417116965715	0.008216055615594752
ADA	0.12852258427254273	0.1713634456967048
AGMPTRCtpp	0.785488661361569	3.414461057550284
ACALD	0.28697508543120875	0.38263344724077797
AGMT	0.78548866136163	3.414461057550455
ACCOAC	1.5135735027256123	2.018098003634546
AGPAT160	0.04031735862785857	0.053756478170506675
AGPAT161	0.012764229259813827	0.017018972346460062
AGPAT181	0.007746566723220351	0.010328755630978065
ADK1	0.8554674479236155	1.1406232638958045
ARGtex	1.0548579133301246	3.6838303095187257
ASAD	-0.33685828023942577	-0.2526437101796546
AKGDH	1.101820001795528	5.115188840602006
ALAALAr	0.019366416808111353	0.025821889077406013
ASNS2	0.17957950131230008	0.2394393350830444
ASPK	0.2526437101796546	0.33685828023953945
ALAR	0.0290496252119965	0.03873283361610902
ALATA_L	-0.7934362280200276	-0.5950771710149638
ASPTA	-0.33618182332782	2.3514120301888397
ASPt2pp	0.4275532641653841	3.0565256603475772
ASPtex	0.42755326416556727	3.0565256603476882
ATPM	6.8	6.8
ATPS4rpp	44.6268369226425	66.88363582293323
CLPNS181pp	0.00017605833465950127	0.00023474444617477275
CO2tex	-37.5545194835712	-20.50267621959017
CO2tpp	-35.096580999164075	-19.717187558222918
CS	1.6097482971746788	5.683029922219884
CLPNS160pp	0.0011443791748888543	0.0015258388998518058
CLPNS161pp	0.0003521166692053157	0.00046948889223585866
CTPS2	0.12236054256103908	0.16314739008129853
CYSabcpp	0.06866275050176181	0.09155033400233903
CYStex	0.06866275050174409	0.09155033400224966
CYTBO3_4pp	25.21719653179803	37.00000000000055
DCYTt2pp	0.42694146145382744	0.5692552819381934
DCYTtex	0.4269414614539073	0.5692552819382399
CYTK1	0.060828154610817364	0.08110420614775649
DHAD1	2.14713262422672	15.291994605147947
DHAPT	0.0016725541789032181	0.0022300722385327062
DHDPRy	0.01936641680823648	0.025821889077630545
DHDPS	0.01936641680823648	0.02582188907763055
DALAt2pp	0.009683208404094612	0.012910944538791647
DHFR	0.13996637602281226	0.18662183469700722
DAPE	0.01936641680822504	0.025821889077633386
DASYN160	0.040317358627858575	0.05375647817050624
DASYN161	0.012764229259813829	0.017018972346459924
DASYN181	0.007746566723220351	0.01032875563097798
DCYTD	0.4269414614538275	0.5692552819381967
ARGDCpp	0.7854886613629513	3.414461057550187
DRPA	0.2869750854311185	0.3826334472410361
DTMPK	0.13996637602281226	0.18662183469700722
ARGabcpp	0.2693692519684501	0.35915900262456757
DURIK1	0.13996637602284814	0.18662183469710528
DURIPP	0.28697508543109507	0.38263344724111903
ENO	11.479807725970545	29.06873943902974
EAR100x	0.18838241804315817	0.25117655739155664
EAR120x	0.18838241804315817	0.25117655739169237
EAR121x	0.04102159196642295	0.05469545595400831
EAR140x	0.11655061751820964	0.155400823358473
EAR141x	0.04102159196642296	0.05469545595400831
EAR160x	0.08063471725571716	0.10751295634195589
EAR161x	0.04102159196642297	0.054695455954008314
FA140ACPHi	0.03591590026246001	0.04788786701661336
EAR181x	0.015493133446440703	0.020657511261692223
EAR40x	0.22940401000992489	0.3058720133459968
EAR60x	0.22940401000975397	0.3058720133459968
EAR80x	0.22940401000958302	0.3058720133456549
FRUpts2pp	0.0	4.999999999999922
FRUtex	-2.2737367544323206e-13	5.0
FBA	5.676654906272233	14.471120762801775
FUM	4.364776670371725	6.300839628270069
G1PACT	0.07464873387896524	0.09953164517190212
G1PTT	0.12500141758013042	0.16666855677349166
GALKr	-1.1368683772161603e-13	4.999999999999659
G3PAT160	0.040317358627858575	0.053756478170506085
G3PAT161	0.012764229259813829	0.01701897234645987
G3PAT181	0.007746566723220351	0.010328755630977949
GALUi	0.07042333384815241	0.09389777846387347
GALt2pp	0.0	4.999999999999816
G3PD2	-0.08943763398622195	-0.06707822548946751
GALtex	0.0	4.999999999999545
GAPD	11.479807725970431	29.068739439028263
GF6PTA	0.08433194228295503	0.11244258971065668
GHMT2r	-2.192778206087951	-0.44542758658815274
GK1	0.12852258427244578	0.17136344569667017
GLA	-0.0011737222308738637	-0.0008802916730701327
GLCptspp	0.0	4.999999999999846
GLCtex_copy1	-9.094947017729282e-13	5.0
GLNS	0.5561682790644797	0.7415577054188542
GLYCtpp	-0.002230072238376124	-0.0016725541787536713
GLUDxi	-18.17264548376113	-0.6129530648561285
GLUDy	-1.4508818012656093	8.89835403585164
GLUR	-0.025821889077633386	-0.019366416808111353
GLYt2pp	1.5052987609999804	5.00000000000297
GLYtex	1.505298760999949	5.0000000000030695
GMHEPAT	0.006162041711696571	0.008216055615595429
GMHEPK	0.006162041711696571	0.00821605561559543
GMHEPPA	0.006162041711696571	0.00821605561559543
GMPS2	0.1285225842725085	0.17136344569662312
GLYCDx	0.0016725541789032181	0.0022300722384758177
GLYCL	0.5853939626110982	2.332744582112593
H2Otex	-43.23417347162581	-26.878347114549342
H2Otpp	-43.23417347162592	-26.87834711455025
HCO3E	1.5135735027254213	2.0180980036344636
HXPRT	0.12852258427250854	0.17136344569667322
ICDHyr	1.6097482971756563	5.683029922210153
ILEt2rpp	0.17517804294664074	0.23357072392889222
ILEtex	0.17517804294664074	0.23357072392889222
IMPD	0.12852258427250854	0.1713634456966682
HISt2rpp	0.07834595890574292	0.10446127854106635
HIStex	0.07834595890562923	0.10446127854106635
HSDy	-0.31103639116190607	-0.23327729337142955
HSK	0.2332772933713702	0.311036391161827
KARA1	-15.291994605149057	-2.1471326242267423
KAS14	0.22940401000998853	0.30587201334637976
KDOPP	0.004401458365497551	0.005868611153996162
KDOPS	0.00440145836549755	0.005868611153996162
MAN6PI	-0.06220727823222205	-0.04665545867419496
MCOATA	1.513573502725535	2.0180980036319625
MCTP1App	0.009683208404094612	0.012910944538792818
MDH	-0.7416637330142066	5.993329978091083
ME2	0.0	5.2579447923593445
LYSt2pp	0.21038970987078295	0.2805196131610146
LYStex	0.2103897098706966	0.2805196131608909
METabcpp	0.08362770894445348	0.11150361192592632
METtex	0.08362770894450477	0.11150361192585478
NADHNQR	20.85241986142489	31.021127833887363
LEUt2rpp	0.3371517107971158	0.44953561439604073
NDPK1	0.10915616746433443	0.14554155661915047
NDPK2	0.3616238193095569	0.48216509241262884
NDPK3	0.04146173780236495	0.05528231707000941
MPTG	0.009683208404094612	0.012910944538791467
NDPK4	0.13996637602292594	0.1866218346972346
NDPK5	0.01936641680822504	0.025821889077747073
LEUtex	0.3371517107971158	0.4495356143961544
NDPK7	0.01936641680822504	0.025821889077747073
NDPK8	0.014964958442874376	0.019953277923718815
LPADSS	0.017957950131230013	0.023943933508304177
O2tex	12.608598265898308	18.500000000000455
O2tpp	12.608598265898195	18.500000000000455
PAPPT3	0.01936641680818922	0.02582188907758293
PDH	3.1044835580950427	7.453117503816056
PE160abcpp	0.02598621018989754	0.0346482802531931
PE161abcpp	0.008239530060211414	0.010986040080280224
PE181abcpp	0.00507048003705318	0.006760640049403589
PGPP181	0.0007042333384242696	0.0009389777845840487
PGSA160	0.004225400030778662	0.005633866707737335
PGSA161	0.0013204375095202002	0.0017605833460697857
PFK	5.676654906272352	14.47112076280111
PGSA181	0.0007042333384242696	0.0009389777844513345
PG160abcpp	0.003182254398155742	0.004243005864707483
PG161abcpp	0.0009885675487616846	0.0013180900648782662
PHEt2rpp	0.18574154302416446	0.24765539069869646
PHEtex	0.18574154302393708	0.24765539069858278
PG181abcpp	0.0005149706287078749	0.0006866275048294751
PGAMT	-0.09953164517196456	-0.07464873387903026
PGI	1.0101093920421818	9.804575248571155
PIt2rpp	1.0048705506948181	1.3398274008997078
PItex	1.0048705506949318	1.3398274008998214
PGK	-29.06873943902997	-11.479807725970431
PMANM	-0.06220727823233574	-0.04665545867419496
PGM	-29.06873943902997	-11.479807725970431
PGMT	-0.238436236367761	4.8045752485722915
PGPP160	0.004225400030778662	0.005633866707737378
