	minimum	maximum
3OAR80	0.2291469676864608	0.3055292902488418
3OAS100	0.2291469676865888	0.30552929024883857
3OAS120	0.18817133954283471	0.2508951193905761
3OAS121	0.04097562814388989	0.054634170858398216
3OAS140	0.18817133954283471	0.2508951193905761
3OAS141	0.0409756281438899	0.05463417085839823
3OAS160	0.08054436776668598	0.10739249035571925
3OAS161	0.04097562814388991	0.05463417085839824
3OAS181	0.015475773719388993	0.020634364959203393
3OAS60	0.2291469676867246	0.30552929024897435
3OAS80	0.2291469676865888	0.30552929024883857
3HAD100	0.22914696768668372	0.30552929024904935
3HAD120	0.18817133954283471	0.2508951193905762
3HAD121	0.0409756281438899	0.05463417085839823
3HAD140	0.11642002502538681	0.15522670003398947
3HAD141	0.04097562814388991	0.05463417085839824
3HAD160	0.08054436776674524	0.1073924903557785
3HAD161	0.040975628143889914	0.05463417085839825
3HAD181	0.015475773719388995	0.020634364959203396
3HAD40	0.22914696768681295	0.305529290248913
3HAD60	0.22914696768664203	0.305529290248913
3HAD80	0.2291469676864711	0.305529290248913
A5PISO	0.0043965266248733315	0.0058620354999447954
3OAR100	0.2291469676865745	0.3055292902489555
3OAR120	0.18817133954280507	0.25089511939063414
3OAR121	0.04097562814388989	0.05463417085839822
3OAR140	0.18817133954269138	0.25089511939040676
ACLS	2.946235594074098	15.341657476587821
3OAR141	0.0409756281438899	0.05463417085839823
3OAR160	0.08054436776660623	0.10739249035566445
3OAR161	0.04097562814388991	0.05463417085839824
3OAR181	0.015475773719388993	0.020634364959203417
3OAR40	0.22914696768680187	0.3055292902489555
3OAR60	0.22914696768668819	0.3055292902488418
ADNK1	0.09584428042724984	0.1277923738958537
ADNt2pp	0.22422285787264493	0.2989638104897077
ADNtex	0.22422285787263263	0.2989638104897949
ACOATA	0.22914696768680187	0.3055292902489555
ABTA	1.0618579034936837	3.5409422799925605
ACONTa	1.431804685675388	5.332835404556363
ACONTb	1.4318046856744786	5.332835404556363
ABUTD	1.0618579034916322	3.5409422799918766
ACS	0.03587565725870084	0.047834209678270206
AGMHE	0.006155137274777104	0.008206849699703221
ADA	0.12837857744539505	0.17117143659385406
AGMPTRCtpp	1.0618579034913864	3.540942279992123
ACALD	0.28665353593976306	0.38220471458635075
AGMT	1.0618579034916322	3.540942279992133
ACCOAC	1.5118775757502865	2.0158367676671403
AGPAT160	0.040272183883372614	0.053696245177889214
AGPAT161	0.01274992721225046	0.016999902949597415
AGPAT181	0.007737886859849691	0.010317182479756812
ADK1	0.7261303373595638	0.968173783145744
ARGtex	1.3309253329317698	3.8100097094324212
ASAD	-0.33648083768764536	-0.2523606282657056
AKGDH	0.9244455131675754	4.75654524965474
ALAALAr	0.019344717149238022	0.025792956199097716
ASNS2	0.17937828629350416	0.2391710483913511
ASPK	0.2523606282657056	0.33648083768764536
ALAR	0.02901707572380019	0.038689434298476044
ALATA_L	-0.7925471995712314	-0.5944103996783952
ASPT	0.0	2.4790843765070414
ASPt2pp	0.7043235652993324	3.1834079418063737
ASPtex	0.7043235652992053	3.1834079418063084
ATPM	6.8	6.8
ATPS4rpp	45.22113897829705	67.19845441008401
CLPNS181pp	0.0001758610649176262	0.0002344814199659595
CO2tex	-37.29675424017455	-21.35685563407924
CO2tpp	-34.24712585664065	-20.294997730592968
CS	1.431804685675095	5.332835404565838
CLPNS160pp	0.0011430969225330045	0.0015241292300061104
CLPNS161pp	0.0003517221300626261	0.000468962839931919
CTPS2	0.12222344017073444	0.162964586894332
CYSabcpp	0.0685858153475163	0.09144775379671975
CYStex	0.0685858153474328	0.09144775379672865
CYTBO3_4pp	25.242485549131924	36.999999999999986
DCYTt2pp	0.42646308260946114	0.5686174434794089
DCYTtex	0.42646308260941623	0.5686174434795248
CYTK1	0.06075999795552889	0.08101333060722027
DHAD1	2.9462355940740985	15.341657476587823
DHDPRy	0.01934471714924493	0.02579295619901272
DHDPS	0.019344717149244933	0.02579295619901273
DALAt2pp	0.009672358574649735	0.012896478099533632
DHFR	0.13980954666988055	0.18641272889340144
DAPE	0.01934471714935171	0.025792956199097716
DASYN160	0.04027218388337261	0.05369624517788921
DASYN161	0.012749927212250461	0.016999902949597415
DASYN181	0.007737886859849692	0.01031718247975681
DCYTD	0.42646308260946114	0.5686174434794927
ARGDCpp	1.0618579034937765	3.5409422799918606
DRPA	0.28665353593977516	0.3822047145863669
DTMPK	0.13980954666988055	0.18641272889317406
ARGabcpp	0.26906742944025624	0.35875657258702637
DURIK1	0.13980954666988168	0.18641272889320343
DURIPP	0.28665353593976306	0.38220471458635075
ENO	12.47818300694346	29.069782896717207
EAR100x	0.18817133954283471	0.2508951193908989
EAR120x	0.18817133954283471	0.2508951193910348
EAR121x	0.04097562814388989	0.05463417085809437
EAR140x	0.11642002502538681	0.15522670003448288
EAR141x	0.0409756281438899	0.05463417085809438
EAR160x	0.08054436776674523	0.1073924903562601
EAR161x	0.040975628143889914	0.05463417085809439
FA140ACPHi	0.03587565725870084	0.04783420967826778
EAR181x	0.015475773719699382	0.020634364959827893
EAR40x	0.22914696768681292	0.3055292902490839
EAR60x	0.229146967686642	0.30552929024891295
EAR80x	0.2291469676865888	0.3055292902488575
FRUpts2pp	0.0	5.000000000000212
FRUtex	0.0	5.000000000000114
FBA	6.175913415872628	14.471713360759395
FUM	4.509553311716445	8.076392196663164
G1PACT	0.07456509155729568	0.09942012207640066
G1PTT	0.12486135614547839	0.16648180819397965
GALKr	0.0	5.0
G3PAT160	0.04027218388337261	0.053696245177889186
G3PAT161	0.01274992721225046	0.01699990294959741
