reaction	linear_coefficient
3PEPTabcpp	0.764474276365471
4PEPTabcpp	0.7273684354448378
12PPDt	0.5941251148579981
42A12BOOXpp	0.7124375499496038
PEAMNOpp	0.7124375499496038
TYROXDApp	0.7124375499496038
13PPDH	0.8238556719106283
ARGDCpp	0.7797987099740289
THRS	0.782324793785976
4HTHRS	0.782324793785976
ARGORNt7pp	0.6432053461863715
ARGSL	0.7776302224597399
ARGSS	0.7776302224597399
14GLUCANabcpp	0.7915019258800607
MALTTRabcpp	0.7915019258800607
MALTHXabcpp	0.7915019258800607
MALTTTRabcpp	0.7915019258800607
MALTPTabcpp	0.7915019258800607
MALTabcpp	0.7915019258800607
14GLUCANtexi	0.7193889512967354
MALTPTtexi	0.7193889512967354
GLCtex_copy2	0.7193889512967354
MALTTRtexi	0.7193889512967354
MALTTTRtexi	0.7193889512967354
MALTtexi	0.7193889512967354
MALTHXtexi	0.7193889512967354
4PCP	0.6762701073686419
UM4PCP	0.6762701073686419
AGM4PCP	0.6762701073686419
AM4PCP	0.6762701073686419
DGMPtex	0.7954046839461263
3CMPtex	0.7954046839461263
PYRtex	0.7954046839461263
UDPGLCURtex	0.7954046839461263
GTPtex	0.7954046839461263
ABUTtex	0.7954046839461263
DUMPtex	0.7954046839461263
GALCTtex	0.7954046839461263
LYXtex	0.7954046839461263
FRUtex	0.7954046839461263
TRPtex	0.7954046839461263
UMPtex	0.7954046839461263
D_LACtex	0.7954046839461263
MANtex	0.7954046839461263
METSOX2tex	0.7954046839461263
ASNtex	0.7954046839461263
GLYtex	0.7954046839461263
GTHRDtex	0.7954046839461263
GAMtex	0.7954046839461263
RMNtex	0.7954046839461263
UDPGALtex	0.7954046839461263
TYRtex	0.7954046839461263
23DAPPAtex	0.7954046839461263
DTMPtex	0.7954046839461263
GALtex	0.7954046839461263
GALCTNtex	0.7954046839461263
GAMAN6Ptex	0.7954046839461263
GLYC3Ptex	0.7954046839461263
L_LACtex	0.7954046839461263
ALAALAtex	0.7954046839461263
G3PEtex	0.7954046839461263
GLYBtex	0.7954046839461263
ADEtex	0.7954046839461263
H2tex	0.7954046839461263
LCTStex	0.7954046839461263
MOBDtex	0.7954046839461263
MANGLYCtex	0.7954046839461263
SPMDtex	0.7954046839461263
ACGAtex	0.7954046839461263
ACtex	0.7954046839461263
MAN6Ptex	0.7954046839461263
23CUMPtex	0.7954046839461263
GLYC2Ptex	0.7954046839461263
LYStex	0.7954046839461263
NAtex	0.7954046839461263
CD2tex	0.7954046839461263
DSERtex	0.7954046839461263
BUTtex	0.7954046839461263
FALDtex	0.7954046839461263
DAPtex	0.7954046839461263
METSOX1tex	0.7954046839461263
GLYCLTtex	0.7954046839461263
PEAMNtex	0.7954046839461263
AKGtex	0.7954046839461263
GLYCtex	0.7954046839461263
TSULtex	0.7954046839461263
UDPACGALtex	0.7954046839461263
GALCTNLtex	0.7954046839461263
DHAtex	0.7954046839461263
MMETtex	0.7954046839461263
PItex	0.7954046839461263
23CGMPtex	0.7954046839461263
BUTSO3tex	0.7954046839461263
G3PCtex	0.7954046839461263
TAURtex	0.7954046839461263
34dhpactex	0.7954046839461263
CA2tex	0.7954046839461263
METDtex	0.7954046839461263
CYNTtex	0.7954046839461263
DDGLCNtex	0.7954046839461263
MALtex	0.7954046839461263
PTRCtex	0.7954046839461263
ACSERtex	0.7954046839461263
3AMPtex	0.7954046839461263
G1Ptex	0.7954046839461263
CYTDtex	0.7954046839461263
NACtex	0.7954046839461263
TARTRtex	0.7954046839461263
GALURtex	0.7954046839461263
GTHOXtex	0.7954046839461263
MNLtex	0.7954046839461263
ACMANAtex	0.7954046839461263
ALAtex	0.7954046839461263
HPPPNtex	0.7954046839461263
ACMUMtex	0.7954046839461263
ASCBtex	0.7954046839461263
FE2tex	0.7954046839461263
PHEtex	0.7954046839461263
TREtex	0.7954046839461263
UREAtex	0.7954046839461263
MNtex	0.7954046839461263
