	minimum	maximum
3OAR80	0.23245269637629917	0.30993692850245225
3OAS100	0.2324526963763158	0.30993692850237725
3OAS120	0.19088594407028048	0.254514592093984
3OAS121	0.04156675230620404	0.05542233640856191
3OAS140	0.19088594407041629	0.25451459209411986
3OAS141	0.04156675230620404	0.05542233640856191
3OAS160	0.08170631998496825	0.10894175998016098
3OAS161	0.04156675230620404	0.05542233640856191
3OAS181	0.015699030913615897	0.020932041218369085
3OAS60	0.2324526963763158	0.30993692850237725
3OAS80	0.2324526963763158	0.30993692850237725
3HAD100	0.23245269637644828	0.30993692850250965
3HAD120	0.19088594407041629	0.25451459209411986
3HAD121	0.04156675230620405	0.055422336408561916
3HAD140	0.11809952801346006	0.15746603735148976
3HAD141	0.04156675230620405	0.055422336408561916
3HAD160	0.0817063199848766	0.10894175998006933
3HAD161	0.04156675230620404	0.055422336408561916
3HAD181	0.0156990309136159	0.02093204121836909
3HAD40	0.23245269637631583	0.30993692850237725
3HAD60	0.23245269637631583	0.30993692850237725
3HAD80	0.23245269637631583	0.30993692850237725
A5PISO	0.004459951964349784	0.005946602619019359
3OAR100	0.23245269637629917	0.30993692850245225
3OAR120	0.19088594407037363	0.2545145920939831
3OAR121	0.04156675230620405	0.05542233640856191
3OAR140	0.19088594407037363	0.2545145920938694
ACLS	3.1845841005716458	11.702985940735438
3OAR141	0.04156675230620405	0.055422336409461544
3OAR160	0.08170631998495992	0.10894175998089395
3OAR161	0.04156675230620404	0.055422336409461544
3OAR181	0.015699030913615897	0.0209320412190694
3OAR40	0.23245269637629917	0.3099369285043849
3OAR60	0.23245269637629917	0.3099369285043849
ADNK1	0.09722695282156753	0.12963593709878865
ADNt2pp	0.2274575501781307	0.3032767335744106
ADNtex	0.22745755017820102	0.3032767335744211
ACOATA	0.23245269637618549	0.3099369285022249
ABTA	1.229162761354472	2.1442198395111705
ACONTa	3.197292836674478	5.617742429569944
ACONTb	3.197292836674592	5.617742429569944
ABUTD	1.2291627613538736	2.1442198395111705
ACS	0.03639320802849182	0.048524277371322436
AGMHE	0.006243932749986341	0.008325243666648455
ADA	0.13023059735656314	0.17364079647562194
