reaction	linear_coefficient
4PEPTabcpp	0.0005202447289016198
3PEPTabcpp	0.0011934500662479637
12PPDt	0.028887355054737197
PEAMNOpp	0.031011222346224106
42A12BOOXpp	0.031011222346224106
TYROXDApp	0.031011222346224106
13PPDH	0.03358141591703429
ARGDCpp	0.0013637829092049934
THRS	0.007422266460227517
4HTHRS	0.007422266460227517
ARGORNt7pp	0.01854118726973614
ARGSL	0.0014680714935862193
ARGSS	0.0014680714935862193
MALTPTabcpp	0.0007923543776663543
MALTabcpp	0.0007923543776663543
MALTTRabcpp	0.0007923543776663543
14GLUCANabcpp	0.0007923543776663543
MALTHXabcpp	0.0007923543776663543
MALTTTRabcpp	0.0007923543776663543
MALTTRtexi	0.0005832952375190652
MALTTTRtexi	0.0005832952375190652
MALTHXtexi	0.0005832952375190652
MALTtexi	0.0005832952375190652
MALTPTtexi	0.0005832952375190652
14GLUCANtexi	0.0005832952375190652
GLCtex_copy2	0.0005832952375190652
AM4PCP	0.04154287473618699
AGM4PCP	0.04154287473618699
4PCP	0.04154287473618699
UM4PCP	0.04154287473618699
FUMtex	9.067560888061946e-05
GALCTtex	9.067560888061946e-05
L_LACtex	9.067560888061946e-05
H2Otex	8.742698570634441e-05
FE2tex	9.067560888061946e-05
GDPtex	9.067560888061946e-05
O2Stex	9.067560888061946e-05
UDPGtex	9.067560888061946e-05
PROGLYtex	9.067560888061946e-05
GTPtex	9.067560888061946e-05
THYMtex	9.067560888061946e-05
DAPtex	9.067560888061946e-05
IMPtex	9.067560888061946e-05
TARTRtex	9.067560888061946e-05
FE3tex	9.067560888061946e-05
TYMtex	9.067560888061946e-05
GAMtex	9.067560888061946e-05
TMAOtex	9.067560888061946e-05
GLCUR1Ptex	9.067560888061946e-05
Htex	9.067560888061946e-05
G3PItex	9.067560888061946e-05
ACMUMtex	9.067560888061946e-05
ETOHtex	9.067560888061946e-05
GLUtex	9.067560888061946e-05
SO4tex	9.067560888061946e-05
F6Ptex	9.067560888061946e-05
TUNGStex	9.067560888061946e-05
ACtex	9.067560888061946e-05
GMPtex	9.067560888061946e-05
5DGLCNtex	9.067560888061946e-05
GLNtex	9.067560888061946e-05
GTHRDtex	9.067560888061946e-05
SULFACtex	9.067560888061946e-05
TRPtex	9.067560888061946e-05
URAtex	9.067560888061946e-05
4HOXPACDtex	9.067560888061946e-05
UREAtex	9.067560888061946e-05
GALCTNtex	9.067560888061946e-05
TYRPtex	9.067560888061946e-05
PEAMNtex	9.067560888061946e-05
23CGMPtex	9.067560888061946e-05
FUCtex	9.067560888061946e-05
G3PGtex	9.067560888061946e-05
GLCURtex	9.067560888061946e-05
UDPGALtex	9.067560888061946e-05
CMPtex	9.067560888061946e-05
CYNTtex	9.067560888061946e-05
