	minimum	maximum
3OAR80	0.2338540552906352	0.31180540705406656
3OAS100	0.23385405529053976	0.3118054070540181
3OAS120	0.19203671462807656	0.2560489528375329
3OAS121	0.041817340662599026	0.055756454216621
3OAS140	0.1920367146282124	0.2560489528376687
3OAS141	0.04181734066259904	0.05575645421662101
3OAS160	0.08219889280340471	0.10959852373791967
3OAS161	0.041817340662599047	0.05575645421662102
3OAS181	0.015793673727337643	0.02105823163615292
3OAS60	0.23385405529053976	0.3118054070540181
3OAS80	0.23385405529053976	0.3118054070540181
3HAD100	0.23385405529070077	0.31180540705431364
3HAD120	0.19203671462821242	0.2560489528376687
3HAD121	0.04181734066259904	0.05575645421662101
3HAD140	0.11881150007835335	0.15841533343784875
3HAD141	0.041817340662599047	0.055756454216621024
3HAD160	0.08219889280346968	0.10959852373798462
3HAD161	0.04181734066259905	0.05575645421662103
3HAD181	0.01579367372733765	0.021058231636152922
3HAD40	0.2338540552906325	0.3118054070540057
3HAD60	0.2338540552906325	0.3118054070540057
3HAD80	0.2338540552906325	0.3118054070540057
A5PISO	0.004486839126798259	0.005982452168950658
3OAR100	0.2338540552906352	0.31180540705418025
3OAR120	0.19203671462821603	0.2560489528375456
3OAR121	0.04181734066259903	0.055756454216621
3OAR140	0.19203671462821603	0.25604895283765927
ACLS	1.299491808435844	12.39182532120012
3OAR141	0.04181734066259904	0.05575645421661842
3OAR160	0.08219889280337611	0.10959852373810008
3OAR161	0.04181734066259905	0.05575645421661842
3OAR181	0.015793673727337646	0.02105823163615194
3OAR40	0.2338540552906352	0.31180540705406656
3OAR60	0.2338540552906352	0.31180540705406656
ADNK1	0.0978130929650958	0.13041745728670376
ADNt2pp	0.22882879546861923	0.305105060624708
ADNtex	0.2288287954685302	0.3051050606247827
ACOATA	0.2338540552906352	0.31180540705406656
ABTA	0.8007257974150622	2.0477287968162825
ACONTa	3.3725690253528455	6.260813520925467
ACONTb	3.372569025352277	6.260813520925581
ABUTD	0.8007257974151762	2.047728796816254
ACS	0.036612607274948625	0.04881680969992935
AGMHE	0.006281574777564715	0.00837543303675254
ADA	0.13101570250352343	0.17468760333801234
AGMPTRCtpp	0.8007257974185222	2.0477287968162727
ACALD	0.0	4.857318515766906
AGMT	0.800725797418996	2.047728796816311
ACCOAC	1.5429342389376883	2.0572456519157853
AGPAT160	0.04109944640173484	0.054799261868992304
AGPAT161	0.013011833467630705	0.017349111290234052
AGPAT181	0.007896836863486429	0.010529115817893979
ADK1	0.8720620526917173	1.1627494035886912
ARGtex	1.0753203519810768	2.3223233513784862
ASAD	-0.34339275450668083	-0.25754456588003904
AKGDH	2.854787790116523	5.607595412877719
ALAALAr	0.019742092158026026	0.026322789543996805
ASNS2	0.1830630363747431	0.2440840484996454
ASPK	0.25754456588015273	0.3433927545067945
ALAR	0.029613138236982195	0.039484184315938364
ALATA_L	-0.8088275332634112	-0.6066206499474447
ASPTA	-0.37437332197055184	0.9640584372172043
ASPt2pp	0.4358470659370368	1.682850065333244
ASPtex	0.43584706593708233	1.6828500653332412
ATPM	6.8	6.8
ATPS4rpp	45.5875066165347	67.36792789718378
CLPNS181pp	0.00017947356514014245	0.00023929808685352327
CO2tex	-29.71111372455323	-20.096135933465916
CO2tpp	-28.16022091998059	-19.29541013604728
CS	3.3725690253531306	6.260813520925812
CLPNS160pp	0.0011665781730698654	0.001555437564093154
CLPNS161pp	0.00035894713005291123	0.00047859617347967287
CTPS2	0.12473412772595581	0.16631217030125398
CYSabcpp	0.06999469037857826	0.09332625383809812
CYStex	0.06999469037862127	0.09332625383797222
CYTBO3_4pp	24.83786127167795	36.999999999999986
DCYTt2pp	0.14268148423288388	4.999999999999877
DCYTtex	0.14268148423298044	4.999999999999886
CYTK1	0.06200811673295448	0.08267748897719684
DHAD1	1.2994918084355729	12.391825321200123
DHDPRy	0.019742092157970677	0.026322789543988322
DHDPS	0.019742092157970677	0.026322789543988322
DALAt2pp	0.009871046079030268	0.01316139477203909
DHFR	0.14268148423309412	0.19024197897749673
DAPE	0.019742092158139712	0.026322789544110492
DASYN160	0.04109944640173483	0.05479926186898974
DASYN161	0.013011833467630707	0.017349111290233248
DASYN181	0.00789683686348643	0.010529115817893488
DCYTD	0.14268148423288388	4.999999999999877
ARGDCpp	0.8007257974160361	2.047728796816479
DRPA	0.0	4.857318515766775
DTMPK	0.14268148423309412	0.19024197897749673
ARGabcpp	0.2745945545621147	0.3661260727494511
DURIK1	0.14268148423315183	0.1902419789775521
DURIPP	-3.410605131648481e-13	4.8573185157666785
ENO	10.554176526545099	23.615451182239152
EAR100x	0.1920367146280766	0.2560489528375416
EAR120x	0.1920367146282124	0.25604895283767737
EAR121x	0.04181734066259904	0.05575645421662289
EAR140x	0.11881150007835337	0.15841533343785413
