reaction	linear_coefficient
3PEPTabcpp	0.0002887747986971845
4PEPTabcpp	0.0007502503517586472
12PPDt	0.010893235284151948
PEAMNOpp	0.002997133742692329
TYROXDApp	0.002997133742692329
42A12BOOXpp	0.002997133742692329
13PPDH	0.006350122035236744
ARGDCpp	0.0012715477821806014
4HTHRS	0.0006469051233233178
THRS	0.0006469051233233178
ARGORNt7pp	0.004327419097277634
ARGSS	0.0009497551512587197
ARGSL	0.0009497551512587197
MALTabcpp	0.00044067953499594633
MALTHXabcpp	0.00044067953499594633
MALTTTRabcpp	0.00044067953499594633
14GLUCANabcpp	0.00044067953499594633
MALTTRabcpp	0.00044067953499594633
MALTPTabcpp	0.00044067953499594633
GLCtex_copy2	0.0003814869510301824
MALTPTtexi	0.0003814869510301824
MALTHXtexi	0.0003814869510301824
14GLUCANtexi	0.0003814869510301824
MALTtexi	0.0003814869510301824
MALTTTRtexi	0.0003814869510301824
MALTTRtexi	0.0003814869510301824
4PCP	0.00200931730497596
AGM4PCP	0.00200931730497596
UM4PCP	0.00200931730497596
AM4PCP	0.00200931730497596
G3PStex	2.850720859020588e-05
DSERtex	2.850720859020588e-05
IDONtex	2.850720859020588e-05
XTSNtex	2.850720859020588e-05
ADEtex	2.850720859020588e-05
CYStex	2.850720859020588e-05
NO3tex	2.850720859020588e-05
ILEtex	2.850720859020588e-05
L_LACtex	2.850720859020588e-05
MANtex	2.850720859020588e-05
O2Stex	2.850720859020588e-05
NI2tex	2.850720859020588e-05
METSOX1tex	2.850720859020588e-05
O2tex	2.850720859020588e-05
PItex	2.850720859020588e-05
ASO3tex	2.850720859020588e-05
PYRtex	2.850720859020588e-05
IMPtex	2.850720859020588e-05
CYANtex	2.850720859020588e-05
FRUtex	2.850720859020588e-05
GLYALDtex	2.850720859020588e-05
G3PItex	2.850720859020588e-05
LYStex	2.850720859020588e-05
UMPtex	2.850720859020588e-05
XYLUtex	2.850720859020588e-05
PPALtex	2.850720859020588e-05
DGSNtex	2.850720859020588e-05
H2Otex	2.4601712905875382e-05
HG2tex	2.850720859020588e-05
MELIBtex	2.850720859020588e-05
TYRtex	2.850720859020588e-05
NOtex	2.850720859020588e-05
4PEPTtex	2.850720859020588e-05
CYTDtex	2.850720859020588e-05
GMPtex	2.850720859020588e-05
MALtex	2.850720859020588e-05
METDtex	2.850720859020588e-05
DAMPtex	2.850720859020588e-05
DINStex	2.850720859020588e-05
DOPAtex	2.850720859020588e-05
CYNTtex	2.850720859020588e-05
GLYtex	2.850720859020588e-05
GALURtex	2.850720859020588e-05
XYLtex	2.850720859020588e-05
HCINNMtex	2.850720859020588e-05
LYXtex	2.850720859020588e-05
CYSDtex	2.850720859020588e-05
GLUtex	2.850720859020588e-05
ARGtex	2.850720859020588e-05
BALAtex	2.850720859020588e-05
CU2tex	2.850720859020588e-05
DGMPtex	2.850720859020588e-05
GALTtex	2.850720859020588e-05
UACGAMtex	2.850720859020588e-05
GDPtex	2.850720859020588e-05
Ktex	2.850720859020588e-05
DMSOtex	2.850720859020588e-05
METSOX2tex	2.850720859020588e-05
Htex	2.850720859020588e-05
DALAtex	2.850720859020588e-05
G3PCtex	2.850720859020588e-05
NMNtex	2.850720859020588e-05
DCAtex	2.850720859020588e-05
MAN6Ptex	2.850720859020588e-05
NO2tex	2.850720859020588e-05
PHEtex	2.850720859020588e-05
PSERtex	2.850720859020588e-05
Zn2tex	2.850720859020588e-05
DCMPtex	2.850720859020588e-05
MSO3tex	2.850720859020588e-05
PROtex	2.850720859020588e-05
CLtex	2.850720859020588e-05
MANGLYCtex	2.850720859020588e-05
VALtex	2.850720859020588e-05
ANHGMtex	2.850720859020588e-05
H2Stex	2.850720859020588e-05
BUTSO3tex	2.850720859020588e-05
GTHOXtex	2.850720859020588e-05
MMETtex	2.850720859020588e-05
URAtex	2.850720859020588e-05
DMStex	2.850720859020588e-05
PROGLYtex	2.850720859020588e-05
ACGALtex	2.850720859020588e-05
CA2tex	2.850720859020588e-05
ETHSO3tex	2.850720859020588e-05
NH4tex	2.850720859020588e-05
CD2tex	2.850720859020588e-05
XMPtex	2.850720859020588e-05
BUTtex	2.850720859020588e-05
PEAMNtex	2.850720859020588e-05
3PEPTtex	2.850720859020588e-05
XANtex	2.850720859020588e-05
D_LACtex	2.850720859020588e-05
INDOLEtex	2.850720859020588e-05
CUtex	2.850720859020588e-05
H2O2tex	2.850720859020588e-05
DDGLCNtex	2.850720859020588e-05
LEUtex	2.850720859020588e-05
DHAtex	2.850720859020588e-05
PSCLYStex	2.850720859020588e-05
ALAtex	2.850720859020588e-05
G6Ptex	2.850720859020588e-05
UDPACGALtex	2.850720859020588e-05
GLCURtex	2.850720859020588e-05
23CCMPtex	2.850720859020588e-05
DIMPtex	2.850720859020588e-05
SO3tex	2.850720859020588e-05
23CUMPtex	2.850720859020588e-05
34dhpactex	2.850720859020588e-05
TREtex	2.850720859020588e-05
ACMANAtex	2.850720859020588e-05
CHLtex	2.850720859020588e-05
ARBtex	2.850720859020588e-05
HOMtex	2.850720859020588e-05
CRNtex	2.850720859020588e-05
HYXNtex	2.850720859020588e-05
INSTtex	2.850720859020588e-05
PNTOtex	2.850720859020588e-05
G3PGtex	2.850720859020588e-05
FE3tex	2.850720859020588e-05
RMNtex	2.850720859020588e-05
23CGMPtex	2.850720859020588e-05
DTMPtex	2.850720859020588e-05
3CMPtex	2.850720859020588e-05
DAPtex	2.850720859020588e-05
GLYC3Ptex	2.850720859020588e-05
GLYCLTtex	2.850720859020588e-05
GAL1Ptex	2.850720859020588e-05
METtex	2.850720859020588e-05
THRtex	2.850720859020588e-05
FE2tex	2.850720859020588e-05
FUMtex	2.850720859020588e-05
AGMtex	2.850720859020588e-05
GTPtex	2.850720859020588e-05
N2Otex	2.850720859020588e-05
THYMtex	2.850720859020588e-05
OROTtex	2.850720859020588e-05
SERtex	2.850720859020588e-05
AMPtex	2.850720859020588e-05
AKGtex	2.850720859020588e-05
UDPGLCURtex	2.850720859020588e-05
SULFACtex	2.850720859020588e-05
TRPtex	2.850720859020588e-05
GALCTNLtex	2.850720859020588e-05
GAMAN6Ptex	2.850720859020588e-05
HXAtex	2.850720859020588e-05
NAtex	2.850720859020588e-05
