reaction	linear_coefficient
3PEPTabcpp	0.00036257147082129374
4PEPTabcpp	0.00018770435449657526
12PPDt	0.0217466068919079
TYROXDApp	0.015282402543962008
PEAMNOpp	0.015282402543962008
42A12BOOXpp	0.015282402543962008
13PPDH	0.03397106788723276
ARGDCpp	0.0007951763862869892
THRS	0.00334616504312277
4HTHRS	0.00334616504312277
ARGORNt7pp	0.016438677193396742
ARGSS	0.0007589270290644791
ARGSL	0.0007589270290644791
14GLUCANabcpp	0.0002671862218784694
MALTHXabcpp	0.0002671862218784694
MALTPTabcpp	0.0002671862218784694
MALTabcpp	0.0002671862218784694
MALTTTRabcpp	0.0002671862218784694
MALTTRabcpp	0.0002671862218784694
14GLUCANtexi	0.00021291992703349988
MALTTRtexi	0.00021291992703349988
MALTtexi	0.00021291992703349988
GLCtex_copy2	0.00021291992703349988
MALTTTRtexi	0.00021291992703349988
MALTHXtexi	0.00021291992703349988
MALTPTtexi	0.00021291992703349988
AM4PCP	0.01930588613548835
AGM4PCP	0.01930588613548835
UM4PCP	0.01930588613548835
4PCP	0.01930588613548835
BUTtex	5.100494130649271e-05
GLCRtex	5.100494130649271e-05
3GMPtex	5.100494130649271e-05
CU2tex	5.100494130649271e-05
INSTtex	5.100494130649271e-05
AGMtex	5.100494130649271e-05
UMPtex	5.100494130649271e-05
Ktex	5.100494130649271e-05
3PEPTtex	5.100494130649271e-05
COBALT2tex	5.100494130649271e-05
FUCtex	5.100494130649271e-05
H2tex	5.100494130649271e-05
ADEtex	5.100494130649271e-05
FUMtex	5.100494130649271e-05
GALCTNtex	5.100494130649271e-05
G3PGtex	5.100494130649271e-05
G3PStex	5.100494130649271e-05
GLCNtex	5.100494130649271e-05
BUTSO3tex	5.100494130649271e-05
GALCTNLtex	5.100494130649271e-05
H2Otex	3.873439409319972e-05
HYXNtex	5.100494130649271e-05
ACALDtex	5.100494130649271e-05
GDPtex	5.100494130649271e-05
TYRtex	5.100494130649271e-05
GTHOXtex	5.100494130649271e-05
H2O2tex	5.100494130649271e-05
NI2tex	5.100494130649271e-05
TSULtex	5.100494130649271e-05
DINStex	5.100494130649271e-05
ALAtex	5.100494130649271e-05
CD2tex	5.100494130649271e-05
TREtex	5.100494130649271e-05
MSO3tex	5.100494130649271e-05
TYRPtex	5.100494130649271e-05
DHAtex	5.100494130649271e-05
GAL1Ptex	5.100494130649271e-05
NO2tex	5.100494130649271e-05
TMAtex	5.100494130649271e-05
ACMANAtex	5.100494130649271e-05
GAMtex	5.100494130649271e-05
GLYC3Ptex	5.100494130649271e-05
NH4tex	5.100494130649271e-05
4PEPTtex	5.100494130649271e-05
NACtex	5.100494130649271e-05
TYMtex	5.100494130649271e-05
GLCUR1Ptex	5.100494130649271e-05
GLYCLTtex	5.100494130649271e-05
CA2tex	5.100494130649271e-05
TCYNTtex	5.100494130649271e-05
HXAtex	5.100494130649271e-05
UDPGtex	5.100494130649271e-05
UDPGALtex	5.100494130649271e-05
DOPAtex	5.100494130649271e-05
SKMtex	5.100494130649271e-05
TMAOtex	5.100494130649271e-05
26DAHtex	5.100494130649271e-05
ACGAL1Ptex	5.100494130649271e-05
SERtex	5.100494130649271e-05
LCTStex	5.100494130649271e-05
DAPtex	5.100494130649271e-05
ASPtex	5.100494130649271e-05
ACGALtex	5.100494130649271e-05
AMPtex	5.100494130649271e-05
GALBDtex	5.100494130649271e-05
N2Otex	5.100494130649271e-05
CO2tex	5.100494130649271e-05
DMSOtex	5.100494130649271e-05
TRPtex	5.100494130649271e-05
ARBtex	5.100494130649271e-05
GLYCAtex	5.100494130649271e-05
NAtex	5.100494130649271e-05
G6Ptex	5.100494130649271e-05
NO3tex	5.100494130649271e-05
