reaction	linear_coefficient
4PEPTabcpp	0.00019358826594723555
3PEPTabcpp	0.00036732983560310494
12PPDt	0.05497993400384655
PEAMNOpp	0.0051878051375785425
42A12BOOXpp	0.0051878051375785425
TYROXDApp	0.0051878051375785425
13PPDH	0.04501395119799801
ARGDCpp	0.00016111643263769958
4HTHRS	0.0015031383127517446
THRS	0.0015031383127517446
ARGORNt7pp	0.008554875022117025
ARGSL	0.0006958267949507491
ARGSS	0.0006958267949507491
MALTHXabcpp	0.0005401322616392128
MALTTRabcpp	0.0005401322616392128
MALTPTabcpp	0.0005401322616392128
MALTTTRabcpp	0.0005401322616392128
14GLUCANabcpp	0.0005401322616392128
MALTabcpp	0.0005401322616392128
GLCtex_copy2	0.000228043349621887
MALTtexi	0.000228043349621887
MALTHXtexi	0.000228043349621887
MALTTRtexi	0.000228043349621887
14GLUCANtexi	0.000228043349621887
MALTPTtexi	0.000228043349621887
MALTTTRtexi	0.000228043349621887
UM4PCP	0.006908066600581507
4PCP	0.006908066600581507
AGM4PCP	0.006908066600581507
AM4PCP	0.006908066600581507
THRPtex	9.635900797755544e-05
3UMPtex	9.635900797755544e-05
FALDtex	9.635900797755544e-05
DGSNtex	9.635900797755544e-05
GLYCAtex	9.635900797755544e-05
DHAtex	9.635900797755544e-05
ILEtex	9.635900797755544e-05
34dhpactex	9.635900797755544e-05
PTRCtex	9.635900797755544e-05
UREAtex	9.635900797755544e-05
H2O2tex	9.635900797755544e-05
HPPPNtex	9.635900797755544e-05
UDPACGALtex	9.635900797755544e-05
DALAtex	9.635900797755544e-05
HXAtex	9.635900797755544e-05
CGLYtex	9.635900797755544e-05
CUtex	9.635900797755544e-05
CYTDtex	9.635900797755544e-05
GDPtex	9.635900797755544e-05
PSERtex	9.635900797755544e-05
TREtex	9.635900797755544e-05
DDGLCNtex	9.635900797755544e-05
DSERtex	9.635900797755544e-05
23CCMPtex	9.635900797755544e-05
PEAMNtex	9.635900797755544e-05
ACtex	9.635900797755544e-05
4HOXPACDtex	9.635900797755544e-05
ARBtex	9.635900797755544e-05
PPALtex	9.635900797755544e-05
CO2tex	9.635900797755544e-05
DOPAtex	9.635900797755544e-05
G6Ptex	9.635900797755544e-05
GLYCLTtex	9.635900797755544e-05
CHLtex	9.635900797755544e-05
MANtex	9.635900797755544e-05
ORNtex	9.635900797755544e-05
D_LACtex	9.635900797755544e-05
PItex	9.635900797755544e-05
DGMPtex	9.635900797755544e-05
THYMtex	9.635900797755544e-05
XYLUtex	9.635900797755544e-05
3AMPtex	9.635900797755544e-05
HIStex	9.635900797755544e-05
23CGMPtex	9.635900797755544e-05
NMNtex	9.635900797755544e-05
COBALT2tex	9.635900797755544e-05
UDPGLCURtex	9.635900797755544e-05
H2Otex	7.004258960699627e-05
ISETACtex	9.635900797755544e-05
SULFACtex	9.635900797755544e-05
TRPtex	9.635900797755544e-05
AGMtex	9.635900797755544e-05
DIMPtex	9.635900797755544e-05
HYXNtex	9.635900797755544e-05
N2Otex	9.635900797755544e-05
ACALDtex	9.635900797755544e-05
PYRtex	9.635900797755544e-05
UDPGALtex	9.635900797755544e-05
DMStex	9.635900797755544e-05
GTHOXtex	9.635900797755544e-05
CYSDtex	9.635900797755544e-05
L_LACtex	9.635900797755544e-05
MANGLYCtex	9.635900797755544e-05
MG2tex	9.635900797755544e-05
GSNtex	9.635900797755544e-05
MAN6Ptex	9.635900797755544e-05
RIBtex	9.635900797755544e-05
XYLtex	9.635900797755544e-05
IDONtex	9.635900797755544e-05
FORtex	9.635900797755544e-05
G3PItex	9.635900797755544e-05
Htex	9.635900797755544e-05
INSTtex	9.635900797755544e-05
OROTtex	9.635900797755544e-05
GTPtex	9.635900797755544e-05
PPAtex	9.635900797755544e-05
TSULtex	9.635900797755544e-05
CMPtex	9.635900797755544e-05
DINStex	9.635900797755544e-05
ANHGMtex	9.635900797755544e-05
GTHRDtex	9.635900797755544e-05
TARTRtex	9.635900797755544e-05
AMPtex	9.635900797755544e-05
MALtex	9.635900797755544e-05
Zn2tex	9.635900797755544e-05
FRUtex	9.635900797755544e-05
PACALDtex	9.635900797755544e-05
23CAMPtex	9.635900797755544e-05
HOMtex	9.635900797755544e-05
MALDtex	9.635900797755544e-05
UDPGtex	9.635900797755544e-05
PROtex	9.635900797755544e-05
CU2tex	9.635900797755544e-05
DMSOtex	9.635900797755544e-05
GLYC3Ptex	9.635900797755544e-05
PHEtex	9.635900797755544e-05
23CUMPtex	9.635900797755544e-05
RMNtex	9.635900797755544e-05
TMAOtex	9.635900797755544e-05
Ktex	9.635900797755544e-05
PPTtex	9.635900797755544e-05
VALtex	9.635900797755544e-05
ACSERtex	9.635900797755544e-05
R5Ptex	9.635900797755544e-05
TMAtex	9.635900797755544e-05
FRUURtex	9.635900797755544e-05
3PEPTtex	9.635900797755544e-05
ACGAL1Ptex	9.635900797755544e-05
G3PGtex	9.635900797755544e-05
SUCCtex	9.635900797755544e-05
ABUTtex	9.635900797755544e-05
SBTtex	9.635900797755544e-05
GLYCtex	9.635900797755544e-05
DAMPtex	9.635900797755544e-05
TUNGStex	9.635900797755544e-05
G3PStex	9.635900797755544e-05
ASPtex	9.635900797755544e-05
XMPtex	9.635900797755544e-05
HG2tex	9.635900797755544e-05
MMETtex	9.635900797755544e-05
PNTOtex	9.635900797755544e-05
LYStex	9.635900797755544e-05
SKMtex	9.635900797755544e-05
TYMtex	9.635900797755544e-05
PROGLYtex	9.635900797755544e-05
AKGtex	9.635900797755544e-05
DCAtex	9.635900797755544e-05
XANtex	9.635900797755544e-05
GLUtex	9.635900797755544e-05
HCINNMtex	9.635900797755544e-05
TYRPtex	9.635900797755544e-05
ARGtex	9.635900797755544e-05
GLCURtex	9.635900797755544e-05
ALLtex	9.635900797755544e-05
SO2tex	9.635900797755544e-05
PSCLYStex	9.635900797755544e-05
NI2tex	9.635900797755544e-05
NOtex	9.635900797755544e-05
SO4tex	9.635900797755544e-05
GLYC2Ptex	9.635900797755544e-05
H2Stex	9.635900797755544e-05
SO3tex	9.635900797755544e-05
ASO3tex	9.635900797755544e-05
FUCtex	9.635900797755544e-05
26DAHtex	9.635900797755544e-05
XTSNtex	9.635900797755544e-05
3GMPtex	9.635900797755544e-05
GALtex	9.635900797755544e-05
GAL1Ptex	9.635900797755544e-05
ACGALtex	9.635900797755544e-05
CYStex	9.635900797755544e-05
GLCtex_copy1	9.635900797755544e-05
ASNtex	9.635900797755544e-05
CRNtex	9.635900797755544e-05
METSOX1tex	9.635900797755544e-05
ADEtex	9.635900797755544e-05
GALCTNLtex	9.635900797755544e-05
GMPtex	9.635900797755544e-05
ETHAtex	9.635900797755544e-05
MSO3tex	9.635900797755544e-05
FUMtex	9.635900797755544e-05
IMPtex	9.635900797755544e-05
METSOX2tex	9.635900797755544e-05
O2tex	9.635900797755544e-05
NACtex	9.635900797755544e-05
NO3tex	9.635900797755544e-05
ACGAM1Ptex	9.635900797755544e-05
BUTtex	9.635900797755544e-05
OCTAtex	9.635900797755544e-05
CD2tex	9.635900797755544e-05
GALCTNtex	9.635900797755544e-05
UMPtex	9.635900797755544e-05
GALTtex	9.635900797755544e-05
GLNtex	9.635900797755544e-05
METtex	9.635900797755544e-05
SERtex	9.635900797755544e-05
GLYALDtex	9.635900797755544e-05
LYXtex	9.635900797755544e-05
CA2tex	9.635900797755544e-05
GALURtex	9.635900797755544e-05
G3PEtex	9.635900797755544e-05
TYRtex	9.635900797755544e-05
23DAPPAtex	9.635900797755544e-05
ETHSO3tex	9.635900797755544e-05
BUTSO3tex	9.635900797755544e-05
F6Ptex	9.635900797755544e-05
GALBDtex	9.635900797755544e-05
LCTStex	9.635900797755544e-05
SPMDtex	9.635900797755544e-05
ACGAtex	9.635900797755544e-05
ETOHtex	9.635900797755544e-05
ASCBtex	9.635900797755544e-05
4PEPTtex	9.635900797755544e-05
INDOLEtex	9.635900797755544e-05
3CMPtex	9.635900797755544e-05
CYNTtex	9.635900797755544e-05
GLYBtex	9.635900797755544e-05
O2Stex	9.635900797755544e-05
ACMANAtex	9.635900797755544e-05
GLCUR1Ptex	9.635900797755544e-05
5DGLCNtex	9.635900797755544e-05
ALAALAtex	9.635900797755544e-05
LEUtex	9.635900797755544e-05
DTMPtex	9.635900797755544e-05
H2tex	9.635900797755544e-05
FE2tex	9.635900797755544e-05
UACGAMtex	9.635900797755544e-05
THRtex	9.635900797755544e-05
FRULYStex	9.635900797755544e-05
GLCRtex	9.635900797755544e-05
MELIBtex	9.635900797755544e-05
