	minimum	maximum
3OAR80	0.23026977271990745	0.3070263636269601
3OAS100	0.23026977272003282	0.3070263636269761
3OAS120	0.1890933667007214	0.25212448893433936
3OAS121	0.04117640601932333	0.05490187469266059
3OAS140	0.1890933667007214	0.25212448893433936
3OAS141	0.041176406019398454	0.054901874692683095
3OAS160	0.08093902985864873	0.1079187064782721
3OAS161	0.04117640601938578	0.05490187469269545
3OAS181	0.015551603989467002	0.020735471986258355
3OAS60	0.2302697727201467	0.30702636362709
3OAS80	0.23026977272003282	0.3070263636269761
3HAD100	0.23026977272008764	0.30702636362705893
3HAD120	0.18909336670072147	0.25212448893433936
3HAD121	0.04117640601938578	0.05490187469269545
3HAD140	0.11699047547262104	0.1559873006302426
3HAD141	0.04117640601938578	0.05490187469269545
3HAD160	0.08093902985864138	0.10791870647826476
3HAD161	0.04117640601938579	0.05490187469269547
3HAD181	0.015551603989467002	0.02073547198625836
3HAD40	0.23026977272014904	0.30702636362720725
3HAD60	0.23026977272014904	0.30702636362703634
3HAD80	0.23026977271997812	0.30702636362686536
A5PISO	0.004418069315306639	0.005890759087264996
3OAR100	0.23026977271990745	0.3070263636269601
3OAR120	0.1890933667008312	0.25212448893432793
3OAR121	0.041176406019385776	0.054901874692695446
3OAR140	0.18909336670060384	0.25212448893432793
ACLS	3.154678213994401	11.818537645126101
3OAR141	0.041176406019385776	0.054901874691880584
3OAR160	0.08093902985865498	0.10791870647813084
3OAR161	0.04117640601938578	0.05490187469188059
3OAR181	0.015551603989467002	0.020735471985871484
3OAR40	0.2302697727202485	0.3070263636260506
3OAR60	0.23026977272002114	0.30702636362593694
ADNK1	0.09631391107324111	0.12841854810699388
ADNt2pp	0.22532153508407685	0.3004287134545552
ADNtex	0.2253215350839355	0.3004287134464221
ACOATA	0.2302697727202485	0.3070263636271875
ACONTa	3.381136275373251	5.858188571696019
ACONTb	3.381136275373251	5.858188571696132
ACS	0.03605144561397231	0.048068594151970505
AGMHE	0.0061852970416128965	0.008247062722151801
ADA	0.1290076240108357	0.17201016534779004
ACALD	1.1368683772161603e-13	4.859505395769133
ACCOAC	1.5192856761885962	2.0257142349117516
AGPAT160	0.04046951492932069	0.053959353239094246
AGPAT161	0.012812401014959392	0.017083201353004555
AGPAT181	0.00777580199547015	0.010367735993502764
ADK1	0.7296883281347846	0.9729177708557017
ARGtex	1.4880057454395228	2.4390942542801213
ASAD	-0.33812957160819224	-0.2535971787061726
AKGDH	5.03999948854722	6.816123349071549
ALAALAr	0.019439504987985856	0.02591933998382956
ASNS2	0.18025722806986155	0.24034297075981542
ASPK	0.2535971787061726	0.33812957160796486
ALAR	0.029159257481865097	0.03887900997574434
ALATA_L	-0.7964306285961129	-0.5973229714472836
ASPTA	-0.9436996057773968	-0.7077747043331328
AST	1.2176199033345465	2.168708412175195
ATPM	6.8	6.8
ATPS4rpp	46.72120346074166	67.67788368410481
CLPNS181pp	0.0001767227727214049	0.00023563036347695743
CO2tex	-28.195742223930438	-21.111144311494286
CO2tpp	-28.195742223930438	-21.111144311494286
CS	3.3811362753733025	5.858188571696073
CLPNS160pp	0.0011486980221206977	0.0015315973627139101
CLPNS161pp	0.00035344554521543614	0.0004712607270676017
CTPS2	0.12282232696932009	0.16376310262573524
