	minimum	maximum
3OAR80	0.2264331905060999	0.3019109206745725
3OAS100	0.22643319050586985	0.30191092067437925
3OAS120	0.18594283487396912	0.24792377983193067
3OAS121	0.04049035563199401	0.05398714084247759
3OAS140	0.18594283487396912	0.24792377983193067
3OAS141	0.04049035563212983	0.053987140842613426
3OAS160	0.07959048446013292	0.1061206459468118
3OAS161	0.04049035563212984	0.05398714084261343
3OAS181	0.015292494832069521	0.02038999310899757
3OAS60	0.22643319050621144	0.30191092067472086
3OAS80	0.2264331905060976	0.301910920674607
3HAD100	0.22643319050603325	0.30191092067438974
3HAD120	0.18594283487396912	0.2479237798319307
3HAD121	0.04049035563212983	0.053987140842613426
3HAD140	0.11504126793139602	0.1533883572418358
3HAD141	0.04049035563212984	0.05398714084261343
3HAD160	0.07959048446026269	0.10612064594694158
3HAD161	0.04049035563212985	0.05398714084261343
3HAD181	0.015292494832069521	0.020389993108997573
3HAD40	0.22643319050626853	0.30191092067473985
3HAD60	0.22643319050626853	0.30191092067473985
3HAD80	0.22643319050609761	0.30191092067456893
A5PISO	0.004344458758737346	0.0057926116784301485
3OAR100	0.2264331905059862	0.3019109206742314
3OAR120	0.18594283487391294	0.24792377983192182
3OAR121	0.040490355632129826	0.05398714084261341
3OAR140	0.18594283487379926	0.24792377983180813
ACLS	2.1193269050445225	15.281385681041384
3OAR141	0.04049035563212983	0.053987140842613426
3OAR160	0.07959048446025463	0.1061206459468167
3OAR161	0.04049035563212984	0.05398714084261343
3OAR181	0.015292494832069521	0.020389993108998097
3OAR40	0.22643319050632726	0.30191092067479985
3OAR60	0.22643319050621358	0.30191092067468617
ADNK1	0.09470920093809339	0.12627893458471562
ADNt2pp	0.22156739669308817	0.2954231955914012
ADNtex	0.2215673966934446	0.29542319559163843
ACOATA	0.22643319050644095	0.30191092067491354
ACONTa	1.6775268496569424	5.685956646817544
ACONTb	1.6775268496569424	5.685956646817544
ACS	0.03545078347126312	0.04726771129502338
AGMHE	0.006082242262226513	0.008109656349636361
ADA	0.12685819575499477	0.1691442610066859
ACALD	0.283258711069152	0.3776782814255739
ACCOAC	1.4939724779604981	1.9919633039451405
