reaction	linear_coefficient
3PEPTabcpp	0.0005929730868313291
4PEPTabcpp	0.0003769605503009887
12PPDt	0.028985782524664116
PEAMNOpp	0.016335372235508638
42A12BOOXpp	0.016335372235508638
TYROXDApp	0.016335372235508638
13PPDH	0.012473760881666946
ARGDCpp	0.0002135202798549316
4HTHRS	0.001912401820351965
THRS	0.001912401820351965
ARGORNt7pp	0.01864415264106292
ARGSS	0.0008339675632578908
ARGSL	0.0008339675632578908
MALTTTRabcpp	0.0003566909767887971
MALTPTabcpp	0.0003566909767887971
MALTHXabcpp	0.0003566909767887971
MALTabcpp	0.0003566909767887971
MALTTRabcpp	0.0003566909767887971
14GLUCANabcpp	0.0003566909767887971
14GLUCANtexi	0.0002042224630834552
GLCtex_copy2	0.0002042224630834552
MALTTRtexi	0.0002042224630834552
MALTTTRtexi	0.0002042224630834552
MALTHXtexi	0.0002042224630834552
MALTPTtexi	0.0002042224630834552
MALTtexi	0.0002042224630834552
4PCP	0.009175979881409833
AGM4PCP	0.009175979881409833
AM4PCP	0.009175979881409833
UM4PCP	0.009175979881409833
GLYCAtex	9.261411564975638e-05
OCTAtex	9.261411564975638e-05
PSERtex	9.261411564975638e-05
PROGLYtex	9.261411564975638e-05
GALtex	9.261411564975638e-05
GAMAN6Ptex	9.261411564975638e-05
N2Otex	9.261411564975638e-05
TYRtex	9.261411564975638e-05
ACtex	9.261411564975638e-05
INDOLEtex	9.261411564975638e-05
DHAtex	9.261411564975638e-05
GAMtex	9.261411564975638e-05
UDPGLCURtex	9.261411564975638e-05
34dhpactex	9.261411564975638e-05
METDtex	9.261411564975638e-05
SPMDtex	9.261411564975638e-05
TMAtex	9.261411564975638e-05
PSCLYStex	9.261411564975638e-05
COBALT2tex	9.261411564975638e-05
TYRPtex	9.261411564975638e-05
CUtex	9.261411564975638e-05
TAURtex	9.261411564975638e-05
26DAHtex	9.261411564975638e-05
TARTRtex	9.261411564975638e-05
MOBDtex	9.261411564975638e-05
TYMtex	9.261411564975638e-05
TUNGStex	9.261411564975638e-05
CU2tex	9.261411564975638e-05
GALBDtex	9.261411564975638e-05
GLYALDtex	9.261411564975638e-05
ANHGMtex	9.261411564975638e-05
AMPtex	9.261411564975638e-05
FUMtex	9.261411564975638e-05
NACtex	9.261411564975638e-05
NO2tex	9.261411564975638e-05
UACGAMtex	9.261411564975638e-05
UDPGtex	9.261411564975638e-05
CRNtex	9.261411564975638e-05
GLCRtex	9.261411564975638e-05
ILEtex	9.261411564975638e-05
GLCNtex	9.261411564975638e-05
NO3tex	9.261411564975638e-05
