	minimum	maximum
3OAR80	0.22171231785705459	0.29561642380986086
3OAS100	0.22171231785711537	0.2956164238098288
3OAS120	0.18206613976086153	0.24275485301444896
3OAS121	0.039646178096136325	0.0528615707953533
3OAS140	0.18206613976086153	0.24275485301444896
3OAS141	0.03964617809632189	0.05286157079554856
3OAS160	0.07793111402845732	0.1039081520379368
3OAS161	0.0396461780963219	0.05286157079554857
3OAS181	0.014973663830573525	0.01996488510758506
3OAS60	0.22171231785711537	0.2956164238098288
3OAS80	0.22171231785711537	0.2956164238098288
3HAD100	0.22171231785705833	0.295616423809916
3HAD120	0.18206613976086156	0.242754853014449
3HAD121	0.0396461780963219	0.05286157079554856
3HAD140	0.11264278927260198	0.1501903856967841
3HAD141	0.0396461780963219	0.05286157079554857
3HAD160	0.07793111402849981	0.1039081520379793
3HAD161	0.03964617809632191	0.05286157079554858
3HAD181	0.014973663830573521	0.01996488510758507
3HAD40	0.22171231785711093	0.295616423809937
3HAD60	0.22171231785694	0.2956164238097661
3HAD80	0.22171231785694	0.2956164238097661
A5PISO	0.004253881770068801	0.005671842360015944
ACKr	0.03471167524401153	0.046282233658644145
3OAR100	0.22171231785705459	0.29561642380986086
3OAR120	0.18206613976099106	0.24275485301438948
3OAR121	0.03964617809632189	0.052861570795548554
3OAR140	0.18206613976065	0.2427548530142758
ACLS	2.559274118772931	3.7179990324904773
3OAR141	0.0396461780963219	0.05286157079554856
3OAR160	0.07793111402861541	0.1039081520380023
3OAR161	0.039646178096321906	0.05286157079554857
3OAR181	0.014973663830573521	0.019964885107585068
3OAR40	0.22171231785716827	0.29561642380997455
3OAR60	0.22171231785705459	0.29561642380986086
ADNK1	0.09273462259360779	0.12364616345681848
ADNt2pp	0.21694797028105342	0.2892639603733471
ADNtex	0.21694797028146695	0.2892639603734324
ACOATA	0.22171231785716827	0.29561642380986086
ACONTa	4.875691497766411	6.504512904444823
ACONTb	4.875691497766411	6.504512904444823
AGMHE	0.005955434478162076	0.007940579304214001
ADA	0.12421334768744564	0.16561779691652867
ACALD	3.7493400827804635	5.0
ACCOAC	1.462824863098813	1.9504331508007684
AGPAT160	0.038965557014249905	0.051954076018989645
AGPAT161	0.012336257132874194	0.016448342843981754
AGPAT181	0.007486831915576002	0.00998244255404128
ADK1	0.5147196941892389	0.6862929255842118
ARGtex	0.2603375643310528	0.34711675244136586
ASAD	-0.3255637514726004	-0.244172813604564
AKGDH	4.892679382294407	7.2261403264067985
