reaction	linear_coefficient
3PEPTabcpp	0.0008400630087871234
4PEPTabcpp	0.00011434766708410915
12PPDt	0.006516658273672617
PEAMNOpp	0.004779814626982656
42A12BOOXpp	0.004779814626982656
TYROXDApp	0.004779814626982656
13PPDH	0.011681548058497063
ARGDCpp	0.0012785345118378703
THRS	7.768811824534257e-05
4HTHRS	7.768811824534257e-05
ARGORNt7pp	0.007711971568584658
ARGSS	7.537716442129347e-05
ARGSL	7.537716442129347e-05
MALTHXabcpp	0.0017752961696658489
MALTTTRabcpp	0.0017752961696658489
MALTTRabcpp	0.0017752961696658489
MALTabcpp	0.0017752961696658489
MALTPTabcpp	0.0017752961696658489
14GLUCANabcpp	0.0017752961696658489
MALTTTRtexi	0.0016318372633423778
MALTtexi	0.0016318372633423778
MALTHXtexi	0.0016318372633423778
MALTTRtexi	0.0016318372633423778
GLCtex_copy2	0.0016318372633423778
14GLUCANtexi	0.0016318372633423778
MALTPTtexi	0.0016318372633423778
AM4PCP	0.0030808373736962453
AGM4PCP	0.0030808373736962453
4PCP	0.0030808373736962453
UM4PCP	0.0030808373736962453
MELIBtex	2.6639460584842852e-05
ABUTtex	2.6639460584842852e-05
PPALtex	2.6639460584842852e-05
CD2tex	2.6639460584842852e-05
DOPAtex	2.6639460584842852e-05
UMPtex	2.6639460584842852e-05
23CGMPtex	2.6639460584842852e-05
GLYC3Ptex	2.6639460584842852e-05
XYLUtex	2.6639460584842852e-05
GALCTtex	2.6639460584842852e-05
3AMPtex	2.6639460584842852e-05
ACtex	2.6639460584842852e-05
23DAPPAtex	2.6639460584842852e-05
CLtex	2.6639460584842852e-05
MNLtex	2.6639460584842852e-05
ACALDtex	2.6639460584842852e-05
CO2tex	2.6639460584842852e-05
GLCNtex	2.6639460584842852e-05
PHEtex	2.6639460584842852e-05
ARGtex	2.6639460584842852e-05
H2tex	2.6639460584842852e-05
MNtex	2.6639460584842852e-05
ACGAL1Ptex	2.6639460584842852e-05
TRPtex	2.6639460584842852e-05
3GMPtex	2.6639460584842852e-05
METSOX1tex	2.6639460584842852e-05
UDPGALtex	2.6639460584842852e-05
23CUMPtex	2.6639460584842852e-05
CU2tex	2.6639460584842852e-05
3UMPtex	2.6639460584842852e-05
CMPtex	2.6639460584842852e-05
GMPtex	2.6639460584842852e-05
XYLtex	2.6639460584842852e-05
FALDtex	2.6639460584842852e-05
BALAtex	2.6639460584842852e-05
COBALT2tex	2.6639460584842852e-05
23CCMPtex	2.6639460584842852e-05
GTPtex	2.6639460584842852e-05
RIBtex	2.6639460584842852e-05
NOtex	2.6639460584842852e-05
TSULtex	2.6639460584842852e-05
DCAtex	2.6639460584842852e-05
GTHOXtex	2.6639460584842852e-05
O2Stex	2.6639460584842852e-05
UACGAMtex	2.6639460584842852e-05
26DAHtex	2.6639460584842852e-05
G6Ptex	2.6639460584842852e-05
LCTStex	2.6639460584842852e-05
PPAtex	2.6639460584842852e-05
3CMPtex	2.6639460584842852e-05
GLYtex	2.6639460584842852e-05
ALAtex	2.6639460584842852e-05
DIMPtex	2.6639460584842852e-05
METDtex	2.6639460584842852e-05
Zn2tex	2.6639460584842852e-05
ACMANAtex	2.6639460584842852e-05
AGMtex	2.6639460584842852e-05
FE3tex	2.6639460584842852e-05
ASPtex	2.6639460584842852e-05
BUTSO3tex	2.6639460584842852e-05
O2tex	2.6639460584842852e-05
UDPGtex	2.6639460584842852e-05
LYXtex	2.6639460584842852e-05
PROtex	2.6639460584842852e-05
GALTtex	2.6639460584842852e-05
VALtex	2.6639460584842852e-05
23CAMPtex	2.6639460584842852e-05
GLYCAtex	2.6639460584842852e-05
LEUtex	2.6639460584842852e-05
RMNtex	2.6639460584842852e-05
CGLYtex	2.6639460584842852e-05
NO2tex	2.6639460584842852e-05
URAtex	2.6639460584842852e-05
NO3tex	2.6639460584842852e-05
ARBtex	2.6639460584842852e-05
GALBDtex	2.6639460584842852e-05
FE2tex	2.6639460584842852e-05
TUNGStex	2.6639460584842852e-05
PROGLYtex	2.6639460584842852e-05
ANHGMtex	2.6639460584842852e-05
DINStex	2.6639460584842852e-05
