reaction	linear_coefficient
3PEPTabcpp	0.004008680265613625
4PEPTabcpp	0.0010533511114054486
12PPDt	0.024352730259428187
PEAMNOpp	0.012273225813404641
42A12BOOXpp	0.012273225813404641
TYROXDApp	0.012273225813404641
13PPDH	0.022218448202190145
ARGDCpp	0.003940230083843863
THRS	0.0002386764787019575
4HTHRS	0.0002386764787019575
ARGORNt7pp	0.010054456603583088
ARGSL	0.0003512599238839199
ARGSS	0.0003512599238839199
14GLUCANabcpp	0.001813950713759419
MALTPTabcpp	0.001813950713759419
MALTTRabcpp	0.001813950713759419
MALTHXabcpp	0.001813950713759419
MALTTTRabcpp	0.001813950713759419
MALTabcpp	0.001813950713759419
GLCtex_copy2	0.0008324919042239643
MALTPTtexi	0.0008324919042239643
MALTtexi	0.0008324919042239643
MALTTTRtexi	0.0008324919042239643
14GLUCANtexi	0.0008324919042239643
MALTTRtexi	0.0008324919042239643
MALTHXtexi	0.0008324919042239643
AM4PCP	0.008526524410730797
4PCP	0.008526524410730797
AGM4PCP	0.008526524410730797
UM4PCP	0.008526524410730797
AGMtex	4.4876679587982794e-05
G3PItex	4.4876679587982794e-05
RMNtex	4.4876679587982794e-05
TYRPtex	4.4876679587982794e-05
4HOXPACDtex	4.4876679587982794e-05
23DAPPAtex	4.4876679587982794e-05
ILEtex	4.4876679587982794e-05
SO2tex	4.4876679587982794e-05
ACGAL1Ptex	4.4876679587982794e-05
O2Stex	4.4876679587982794e-05
GDPtex	4.4876679587982794e-05
SO4tex	4.4876679587982794e-05
CYNTtex	4.4876679587982794e-05
G3PCtex	4.4876679587982794e-05
LCTStex	4.4876679587982794e-05
3CMPtex	4.4876679587982794e-05
G3PStex	4.4876679587982794e-05
FRUURtex	4.4876679587982794e-05
SO3tex	4.4876679587982794e-05
34dhpactex	4.4876679587982794e-05
23CAMPtex	4.4876679587982794e-05
GSNtex	4.4876679587982794e-05
GLCtex_copy1	4.4876679587982794e-05
METSOX2tex	4.4876679587982794e-05
3AMPtex	4.4876679587982794e-05
4PEPTtex	4.4876679587982794e-05
TREtex	4.4876679587982794e-05
CA2tex	4.4876679587982794e-05
MOBDtex	4.4876679587982794e-05
23CUMPtex	4.4876679587982794e-05
ARGtex	4.4876679587982794e-05
FE2tex	4.4876679587982794e-05
MALtex	4.4876679587982794e-05
NH4tex	4.4876679587982794e-05
METtex	4.4876679587982794e-05
ACSERtex	4.4876679587982794e-05
