reaction	linear_coefficient
3PEPTabcpp	0.003003898946002418
4PEPTabcpp	0.002705230410054771
12PPDt	0.019732951027368786
PEAMNOpp	0.014209821911497524
TYROXDApp	0.014209821911497524
42A12BOOXpp	0.014209821911497524
13PPDH	0.013505384885783596
ARGDCpp	0.00280418552423985
4HTHRS	0.0008038086056470364
THRS	0.0008038086056470364
ARGORNt7pp	0.01158760920888868
ARGSS	0.0004261308546056359
ARGSL	0.0004261308546056359
MALTHXabcpp	0.002773350543759021
14GLUCANabcpp	0.002773350543759021
MALTPTabcpp	0.002773350543759021
MALTabcpp	0.002773350543759021
MALTTTRabcpp	0.002773350543759021
MALTTRabcpp	0.002773350543759021
MALTtexi	0.0015543411616255032
MALTHXtexi	0.0015543411616255032
MALTTTRtexi	0.0015543411616255032
14GLUCANtexi	0.0015543411616255032
MALTPTtexi	0.0015543411616255032
GLCtex_copy2	0.0015543411616255032
MALTTRtexi	0.0015543411616255032
UM4PCP	0.009141294176374201
4PCP	0.009141294176374201
AGM4PCP	0.009141294176374201
AM4PCP	0.009141294176374201
RIBtex	9.155682400574312e-05
TSULtex	9.155682400574312e-05
UACGAMtex	9.155682400574312e-05
3UMPtex	9.155682400574312e-05
L_LACtex	9.155682400574312e-05
PPAtex	9.155682400574312e-05
GLCtex_copy1	9.155682400574312e-05
O2Stex	9.155682400574312e-05
ILEtex	9.155682400574312e-05
METSOX1tex	9.155682400574312e-05
GLCNtex	9.155682400574312e-05
DGSNtex	9.155682400574312e-05
UDPGtex	9.155682400574312e-05
DHAtex	9.155682400574312e-05
FRUURtex	9.155682400574312e-05
NI2tex	9.155682400574312e-05
ANHGMtex	9.155682400574312e-05
LYStex	9.155682400574312e-05
RMNtex	9.155682400574312e-05
ALAtex	9.155682400574312e-05
ALLtex	9.155682400574312e-05
DMSOtex	9.155682400574312e-05
ACSERtex	9.155682400574312e-05
H2Otex	7.824914609793162e-05
URAtex	9.155682400574312e-05
DSERtex	9.155682400574312e-05
FUCtex	9.155682400574312e-05
FRULYStex	9.155682400574312e-05
METDtex	9.155682400574312e-05
HIStex	9.155682400574312e-05
SBTtex	9.155682400574312e-05
ACMANAtex	9.155682400574312e-05
CA2tex	9.155682400574312e-05
TUNGStex	9.155682400574312e-05
ADEtex	9.155682400574312e-05
ASPtex	9.155682400574312e-05
G6Ptex	9.155682400574312e-05
R5Ptex	9.155682400574312e-05
HG2tex	9.155682400574312e-05
PROGLYtex	9.155682400574312e-05
CGLYtex	9.155682400574312e-05
AMPtex	9.155682400574312e-05
IDONtex	9.155682400574312e-05
CMPtex	9.155682400574312e-05
NH4tex	9.155682400574312e-05
PSERtex	9.155682400574312e-05
PTRCtex	9.155682400574312e-05
ACMUMtex	9.155682400574312e-05
TYMtex	9.155682400574312e-05
CHLtex	9.155682400574312e-05
INSTtex	9.155682400574312e-05
PHEtex	9.155682400574312e-05
TYRPtex	9.155682400574312e-05
CSNtex	9.155682400574312e-05
MELIBtex	9.155682400574312e-05
UREAtex	9.155682400574312e-05
COBALT2tex	9.155682400574312e-05
CYTDtex	9.155682400574312e-05
UDPACGALtex	9.155682400574312e-05
DDGLCNtex	9.155682400574312e-05
DGMPtex	9.155682400574312e-05
FE2tex	9.155682400574312e-05
CUtex	9.155682400574312e-05
FALDtex	9.155682400574312e-05
H2O2tex	9.155682400574312e-05
PItex	9.155682400574312e-05
GAL1Ptex	9.155682400574312e-05
CLtex	9.155682400574312e-05
ASCBtex	9.155682400574312e-05
BALAtex	9.155682400574312e-05
