	minimum	maximum
3OAR80	0.22940401000937527	0.3058720133459474
3OAS100	0.229404010009303	0.30587201334588937
3OAS120	0.18838241804315817	0.2511765573909304
3OAS121	0.041021591966280656	0.054695455955094764
3OAS140	0.18838241804315817	0.2511765573909304
3OAS141	0.04102159196628066	0.05469545595509477
3OAS160	0.08063471725574961	0.10751295634105776
3OAS161	0.04102159196628066	0.05469545595509477
3OAS181	0.01549313344665336	0.020657511262171222
3OAS60	0.229404010009303	0.30587201334588937
3OAS80	0.229404010009303	0.30587201334588937
3HAD100	0.22940401000949628	0.30587201334622455
3HAD120	0.18838241804315817	0.2511765573909304
3HAD121	0.04102159196628066	0.05469545595509477
3HAD140	0.11655061751820908	0.15540082335767194
3HAD141	0.04102159196628068	0.054695455955094785
3HAD160	0.08063471725571611	0.10751295634102426
3HAD161	0.04102159196628068	0.054695455955094785
3HAD181	0.015493133446653358	0.02065751126217123
3HAD40	0.22940401000941216	0.30587201334599684
3HAD60	0.2294040100092412	0.30587201334582587
3HAD80	0.22940401000941216	0.30587201334599684
A5PISO	0.00440145836546435	0.005868611153914571
ACKr	0.035915900262466494	0.04788786701647041
3OAR100	0.22940401000937527	0.30587201334606107
3OAR120	0.18838241804326117	0.251176557390977
3OAR121	0.04102159196628066	0.054695455955094764
3OAR140	0.1883824180430338	0.2511765573908633
ACLS	2.147132624231338	15.291994605152972
3OAR141	0.04102159196628067	0.05469545595509644
3OAR160	0.080634717255748	0.10751295634099733
3OAR161	0.04102159196628067	0.05469545595509482
3OAR181	0.015493133446653358	0.020657511262171295
3OAR40	0.22940401000937527	0.3058720133459474
3OAR60	0.22940401000926158	0.3058720133458337
ADNK1	0.09595179237098683	0.12793572315836607
ADNt2pp	0.22447437664349537	0.29929916885505553
ADNtex	0.22447437664368408	0.2992991688551001
ACOATA	0.22940401000926158	0.30587201334572
ABTA	0.7854886613665528	3.4144610575498895
ACONTa	1.609748297174292	5.683029922214928
ACONTb	1.6097482971745194	5.683029922214928
ABUTD	0.7854886613646805	3.4144610575501133
AGMHE	0.006162041711696482	0.008216055615595758
ADA	0.12852258427250854	0.17136344569668963
AGMPTRCtpp	0.7854886613644112	3.414461057549829
ACALD	0.28697508543120875	0.38263344724100534
AGMT	0.7854886613645891	3.4144610575499104
ACCOAC	1.5135735027245931	2.018098003633797
AGPAT160	0.04031735862785805	0.053756478170512115
AGPAT161	0.012764229259813657	0.017018972346461776
AGPAT181	0.007746566723220246	0.010328755630979106
ADK1	0.6910289633852926	0.9213719511792533
ARGtex	1.0548579133329667	3.6838303095183846
ASAD	-0.33685828023942577	-0.2526437101796546
AKGDH	1.1018200017954611	5.1151888406002985
ALAALAr	0.019366416808111353	0.025821889077406013
ASNS2	0.17957950131229747	0.23943933508306833
ASPK	0.2526437101796546	0.33685828023953945
ALAR	0.0290496252119965	0.038732833616222706
ALATA_L	-0.7934362280200276	-0.5950771710149638
ASPTA	-0.3361818233285021	2.3514120301940693
ASPt2pp	0.427553264164668	3.056525660350322
ASPtex	0.42755326416488515	3.0565256603504167
ATPM	6.8	6.8
ATPS4rpp	44.62683692263666	66.8836358229444
CLPNS181pp	0.00017605833465950127	0.00023474444617477275
CO2tex	-37.55451948357643	-20.502676219578575
CO2tpp	-35.096580999168964	-19.717187558211663
CS	1.60974829717411	5.683029922213582
CLPNS160pp	0.0011443791748888543	0.0015258388998518058
CLPNS161pp	0.0003521166692053157	0.00046948889223585866
CTPS2	0.12236054256103857	0.16314739008132276
CYSabcpp	0.06866275050176081	0.09155033400235194
CYStex	0.06866275050174409	0.09155033400224966
CYTBO3_4pp	25.217196531790172	36.999999999999424
DCYTt2pp	0.42694146145382744	0.5692552819382646
DCYTtex	0.4269414614539073	0.5692552819382399
CYTK1	0.060828154610817364	0.08110420614798386
DHAD1	2.1471326242297084	15.291994605152972
DHAPT	0.0016725541789032181	0.002230072238533039
DHDPRy	0.01936641680823648	0.025821889077633605
DHDPS	0.01936641680823648	0.025821889077633605
DALAt2pp	0.009683208404094472	0.012910944538793037
DHFR	0.13996637602281226	0.18662183469700722
DAPE	0.01936641680822504	0.025821889077633386
DASYN160	0.04031735862785804	0.053756478170512066
DASYN161	0.012764229259813657	0.017018972346461766
DASYN181	0.007746566723220247	0.010328755630979097
DCYTD	0.4269414614538275	0.569255281938264
ARGDCpp	0.7854886613641614	3.4144610575498846
DRPA	0.2869750854311185	0.38263344724109316
DTMPK	0.13996637602281226	0.1866218346971209
ARGabcpp	0.26936925196844613	0.35915900262460615
DURIK1	0.13996637602284814	0.18662183469712737
DURIPP	0.28697508543109507	0.38263344724111903
ENO	11.479807725966246	29.068739439029535
